32368,54,3
32373,60,1
32384,42,3
32407,31,3
32423,68,1
32446,52,4
32496,70,4
32527,55,3
32538,66,4
32631,62,2
32674,41,2
32688,31,2
32693,55,1
32752,66,4
32775,69,3
32792,30,4
32807,61,5
32839,43,4
32851,57,4
32868,46,5
32902,56,5
32914,61,1
32952,66,2
32956,33,2
32962,67,2
32976,69,1
32984,66,5
32999,51,5
33099,64,2
33111,47,5
33132,42,4
33157,35,2
33162,68,2
33176,52,5
33289,48,2
33320,65,2
33324,66,5
33385,54,2
33399,64,1
33423,44,4
33464,48,3
33476,42,1
33486,33,4
33501,31,2
33507,34,5
33561,56,3
33594,68,1
33627,37,4
33698,64,3
33717,49,5
33750,43,4
33786,69,3
33801,69,1
33918,67,2
33935,58,5
33977,32,4
33997,50,1
34009,34,2
34019,48,3
34035,39,3
34064,37,3
34103,43,2
34202,69,3
34260,34,3
34274,32,1
34316,41,5
34341,34,3
34410,33,4
34422,47,2
34430,47,5
34441,31,5
34611,65,2
34658,59,3
34678,43,1
34685,66,5
34691,48,1
34725,41,1
34882,68,2
34937,65,3
34962,45,4
35074,30,1
35091,51,1
35166,36,5
35170,63,3
35172,31,5
35184,46,1
35197,48,1
35201,33,4
35262,35,3
35276,64,4
35288,61,3
35310,56,2
35331,49,4
35341,59,5
35345,51,4
35346,66,2
35371,56,5
35384,65,5
35466,51,1
35479,37,2
35510,42,4
35531,32,1
35621,70,3
35632,53,5
35643,53,3
35672,47,5
35719,69,4
35727,64,1
35772,44,2
35778,42,1
35834,33,2
35837,42,5
35884,36,3
35906,68,4
35969,37,1
35983,60,2
35990,60,1
35996,52,1
35998,38,4
36040,70,3
36079,64,3
36118,37,1
36130,45,2
36172,34,4
36178,68,2
36211,56,1
36218,45,2
36337,34,5
36341,69,4
36343,54,5
36349,32,1
36354,47,1
36364,35,3
36438,60,1
36456,55,5
36478,51,3
36577,36,4
36594,62,4
36676,54,2
36694,67,5
36749,68,3
36826,47,2
36889,41,3
36896,46,1
36933,60,3
37005,58,5
37021,41,1
37090,61,5
37114,32,3
37140,64,1
37168,56,1
37183,32,3
37367,43,2
37376,39,4
37469,68,3
37515,69,5
37544,68,4
37550,41,5
37563,66,5
37599,64,1
37647,67,5
37693,36,5
37701,57,1
37705,32,3
37753,40,2
37780,65,5
37789,61,1
37883,60,3
37885,39,5
37897,32,2
37916,50,2
37929,30,4
37944,56,2
37945,39,2
37954,67,1
37968,41,2
37997,66,1
38014,30,2
38024,44,3
38041,32,4
38044,35,5
38155,52,1
38166,46,4
38167,40,5
38170,39,4
38218,38,5
38230,55,2
38243,62,5
38304,67,5
38308,50,3
38374,68,1
38377,57,4
38418,60,4
38446,57,5
38536,64,3
38543,37,1
38588,67,3
38619,43,5
38733,40,2
38761,49,2
38808,39,4
38829,38,1
38858,55,5
38885,38,1
38901,56,3
38948,35,2
38950,57,4
38957,63,5
38958,31,3
38971,53,5
38972,70,3
39017,44,4
39021,32,5
39029,51,3
39060,58,5
39068,36,5
39076,53,4
39097,42,3
39125,40,3
39171,60,2
39192,34,5
39202,64,1
39349,61,2
39358,45,3
39373,57,5
39442,51,1
39489,49,4
39564,47,5
39590,62,3
39650,69,2
39655,66,1
39696,53,4
39750,54,3
39776,55,4
39816,56,5
39820,51,3
39881,69,5
39883,56,3
39903,40,2
39922,30,4
39995,55,5
40050,58,5
40098,34,3
40104,67,3
40111,53,5
40160,69,2
40186,58,5
40227,32,5
40260,40,2
40293,38,2
40363,45,1
40364,56,5
40405,41,2
40416,64,5
40431,68,5
40481,62,3
40531,69,1
40609,51,5
40612,32,2
40631,48,3
40643,53,5
40649,53,2
40650,34,2
40690,56,4
40707,47,5
40830,52,4
40872,57,5
40944,47,2
41040,38,3
41089,50,3
41104,63,1
41162,50,4
41171,43,1
41246,63,2
41247,68,5
41248,37,5
